GeoAreaName,Region,ISOalpha3,TimePeriod,court,Typeofoccupation,SDG1671C_Female,SDG1671C_Male,male,female,total,female_share,male_share,age_under_35,between_35_44,between_45_54,between_55_64,above_65,age_under_45_proportional,not_disabled,disabled,group_a,group_b,group_c,age_under_45_ratio,disability_proportional,group_a_proportional,group_b_proportional,group_c_proportional,Source,FootNote
Austria,Northern America and Europe,AUT,2021,total,Judges,1.100000024,0.899999976,1062,1298,2360,0.550000012,0.449999988,137,520,794,886,23,,2319,41,,,,53.4,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2021,low,Registrars,1.245192289,0.754807711,314,518,832,0.622596145,0.377403855,133,206,232,260,1,,812,20,,,,53.4,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2022,total,Judges,1.129073262,0.870926797,1029,1334,2363,0.564536631,0.435463399,139,521,763,911,29,,2320,43,,,,53.1,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2022,high,Judges,1.012618303,0.987381697,313,321,634,0.506309152,0.493690848,21,96,193,310,14,,614,20,,,,53.1,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2022,supreme,Judges,0.743243217,1.256756783,93,55,148,0.371621609,0.628378391,0,13,54,78,3,,148,0,,,,53.1,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2022,low,Registrars,1.284848452,0.715151489,295,530,825,0.642424226,0.357575744,123,212,225,262,3,,805,20,,,,53.1,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2022,total,Registrars,1.284848452,0.715151489,295,530,825,0.642424226,0.357575744,123,212,225,262,3,,805,20,,,,53.1,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2022,low,Judges,1.211891174,0.788108766,623,958,1581,0.605945587,0.394054383,118,412,516,523,12,,1558,23,,,,53.1,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2023,total,Registrars,1.325031161,0.674968839,271,532,803,0.662515581,0.337484419,115,213,212,260,3,,782,21,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2023,supreme,Judges,0.783783793,1.216216207,90,58,148,0.391891897,0.608108103,0,14,52,76,6,,147,1,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2023,low,Judges,1.227698088,0.772301912,619,984,1603,0.613849044,0.386150956,127,432,489,540,15,,1580,23,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2023,total,Judges,1.148117185,0.851882875,1018,1372,2390,0.574058592,0.425941437,160,550,729,911,40,,2347,43,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2023,low,Registrars,1.325031161,0.674968839,271,532,803,0.662515581,0.337484419,115,213,212,260,3,,782,21,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2023,high,Judges,1.032863855,0.967136145,309,330,639,0.516431928,0.483568072,33,104,188,295,19,,620,19,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2024,supreme,Judges,0.82432431,1.175675631,87,61,148,0.412162155,0.587837815,0,18,53,73,4,,147,1,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2024,total,Judges,1.161666632,0.838333309,1006,1394,2400,0.580833316,0.419166654,187,567,707,918,21,,2355,45,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2024,high,Judges,0.998415232,1.001584768,316,315,631,0.499207616,0.500792384,24,107,203,290,7,,610,21,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2024,low,Registrars,1.345268488,0.654731452,256,526,782,0.672634244,0.327365726,103,196,223,257,3,,770,12,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2024,total,Registrars,1.345268488,0.654731452,256,526,782,0.672634244,0.327365726,103,196,223,257,3,,770,12,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Austria,Northern America and Europe,AUT,2024,low,Judges,1.256014824,0.743985176,603,1018,1621,0.628007412,0.371992588,163,442,451,555,10,,1598,23,,,,54.2,,,,,"Federal Ministry of Arts, Culture, Civil Service and Sport",
Bahamas,Latin America and the Caribbean,BHS,2024,total,Judges,1.399999976,0.600000024,6,14,20,0.699999988,0.300000012,,,,,,,,,,,,,,,,,https://courts.bs/judicial-officers/#supreme-court-justices,
Bahamas,Latin America and the Caribbean,BHS,2024,supreme,Judges,1.399999976,0.600000024,6,14,20,0.699999988,0.300000012,,,,,,,,,,,,,,,,,https://courts.bs/judicial-officers/#supreme-court-justices,
Bahrain,Western Asia and Northern Africa,BHR,2020,total,Judges,0.166666672,1.833333373,154,14,168,0.083333336,0.916666687,24,51,48,32,13,,,,,,,68,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2020,high,Judges,0.050000001,1.950000048,39,1,40,0.025,0.975000024,,3,22,13,2,,,,,,,68,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2020,low,Judges,0.25,1.75,84,12,96,0.125,0.875,24,48,20,4,,,,,,,,68,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2020,supreme,Judges,0.0625,1.9375,31,1,32,0.03125,0.96875,,,6,15,11,,,,,,,68,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2022,supreme,Judges,0.041666668,1.958333373,47,1,48,0.020833334,0.979166687,,,20,21,7,,,,,,,75.1,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2022,total,Judges,0.174603179,1.825396776,230,22,252,0.08730159,0.912698388,71,84,55,32,10,,,,,,,75.1,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2022,low,Judges,0.213017747,1.786982298,151,18,169,0.106508873,0.893491149,71,77,16,4,1,,,,,,,75.1,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2022,high,Judges,0.171428576,1.828571439,32,3,35,0.085714288,0.914285719,,7,19,7,2,,,,,,,75.1,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2023,total,Judges,0.172131151,1.827868819,223,21,244,0.086065575,0.91393441,69,81,43,40,11,,,,,,,73.4,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2023,high,Judges,0.20408164,1.795918345,44,5,49,0.10204082,0.897959173,,17,15,15,2,,,,,,,73.4,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2023,supreme,Judges,0.048780486,1.951219559,40,1,41,0.024390243,0.975609779,,,13,20,8,,,,,,,73.4,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2023,low,Judges,0.19480519,1.805194855,139,15,154,0.097402595,0.902597427,69,64,15,5,1,,,,,,,73.4,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2024,supreme,Judges,0.041666668,1.958333373,47,1,48,0.020833334,0.979166687,,,15,24,9,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2024,low,Judges,0.223404258,1.776595712,167,21,188,0.111702129,0.888297856,91,70,20,6,1,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2024,high,Judges,0.244897962,1.755102038,43,6,49,0.122448981,0.877551019,,15,20,13,1,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2024,total,Judges,0.196491227,1.803508759,257,28,285,0.098245613,0.901754379,91,85,55,43,11,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2025,high,Judges,0.280701756,1.719298244,49,8,57,0.140350878,0.859649122,,26,17,13,1,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2025,low,Judges,0.216867477,1.783132553,148,18,166,0.108433738,0.891566277,77,67,17,5,,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2025,supreme,Judges,0.039215688,1.960784316,50,1,51,0.019607844,0.980392158,,,16,24,11,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bahrain,Western Asia and Northern Africa,BHR,2025,total,Judges,0.197080299,1.802919745,247,27,274,0.09854015,0.901459873,77,93,50,42,12,,,,,,,,,,,,Supreme Judicial Council,"The judicial system of Kingdom of Bahrain is Latin, and there are no registrar as the Anglo-Saxon system. All the data are about the ordinary courts according to the judiciary law without the constitutional court which was established in the Kingdom of Bahrain, as an independent and separate judicial commission."
Bangladesh,Central Asia and Southern Asia,BGD,2024,total,Judges,0.531742215,1.468257785,1538,557,2095,0.265871108,0.734128892,,,,,,,,,,,,,,,,,"Gender Equality Brief, April 2024 UN Women",
Armenia,Western Asia and Northern Africa,ARM,2016,total,Judges,0.502164483,1.497835517,173,58,231,0.251082242,0.748917758,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2016,supreme,Judges,0.588235319,1.411764741,12,5,17,0.294117659,0.70588237,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2016,high,Judges,0.486486495,1.513513565,28,9,37,0.243243247,0.756756783,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2016,low,Judges,0.497175127,1.502824903,133,44,177,0.248587564,0.751412451,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2018,supreme,Judges,0.470588237,1.529411793,13,4,17,0.235294119,0.764705896,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2018,low,Judges,0.502857149,1.497142911,131,44,175,0.251428574,0.748571455,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2018,high,Judges,0.545454562,1.454545498,32,12,44,0.272727281,0.727272749,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2018,total,Judges,0.508474588,1.491525412,176,60,236,0.254237294,0.745762706,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2020,supreme,Judges,0.470588237,1.529411793,13,4,17,0.235294119,0.764705896,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2020,low,Judges,0.546448112,1.453551888,133,50,183,0.273224056,0.726775944,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2020,total,Judges,0.532786906,1.467213154,179,65,244,0.266393453,0.733606577,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2020,high,Judges,0.5,1.5,33,11,44,0.25,0.75,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2022,supreme,Judges,0.370370358,1.629629612,22,5,27,0.185185179,0.814814806,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2022,high,Judges,0.5090909,1.4909091,41,14,55,0.25454545,0.74545455,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2022,low,Judges,0.688372076,1.311627865,141,74,215,0.344186038,0.655813932,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2022,total,Judges,0.626262605,1.373737335,204,93,297,0.313131303,0.686868668,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Armenia,Western Asia and Northern Africa,ARM,2024,supreme,Judges,0.222222224,1.777777791,8,1,9,0.111111112,0.888888896,,,,,,,,,,,,,,,,,Judicial Department of the Republic of Armenia,
Armenia,Western Asia and Northern Africa,ARM,2024,low,Judges,0.663755476,1.336244583,153,76,229,0.331877738,0.668122292,,,,,,,,,,,,,,,,,Judicial Department of the Republic of Armenia,
Armenia,Western Asia and Northern Africa,ARM,2024,high,Judges,0.630434811,1.369565248,63,29,92,0.315217406,0.684782624,,,,,,,,,,,,,,,,,Judicial Department of the Republic of Armenia,
Armenia,Western Asia and Northern Africa,ARM,2024,total,Judges,0.642424226,1.357575774,224,106,330,0.321212113,0.678787887,,,,,,,,,,,,,,,,,Judicial Department of the Republic of Armenia,
Barbados,Latin America and the Caribbean,BRB,2020,supreme,Judges,0.25,1.75,7,1,8,0.125,0.875,,,,,,,,,,,,,,,,,CCJ Annual Reports,"The Caribbean Court of Justice has two jurisdictions, an Appellate Jurisdiction and an Original Jurisdiction. In its Appellate Jurisdiction, the Court serves as the final court of appeal in civil and criminal matters for those countries of the Caribbean Community which are parties to the Agreement and have acceded to the appellate jurisdiction. In its Original Jurisdiction the Court is a court of first instance which applies rules of international law in respect of the interpretation and application of the Revised Treaty of Chaguaramas. At present the Court receives cases in its Appellate Jurisdiction from Barbados, Belize, Dominica, Guyana and Saint Lucia."
Barbados,Latin America and the Caribbean,BRB,2021,supreme,Judges,0.25,1.75,7,1,8,0.125,0.875,,,,,,,,,,,,,,,,,CCJ Annual Reports,"The Caribbean Court of Justice has two jurisdictions, an Appellate Jurisdiction and an Original Jurisdiction. In its Appellate Jurisdiction, the Court serves as the final court of appeal in civil and criminal matters for those countries of the Caribbean Community which are parties to the Agreement and have acceded to the appellate jurisdiction. In its Original Jurisdiction the Court is a court of first instance which applies rules of international law in respect of the interpretation and application of the Revised Treaty of Chaguaramas. At present the Court receives cases in its Appellate Jurisdiction from Barbados, Belize, Dominica, Guyana and Saint Lucia."
Barbados,Latin America and the Caribbean,BRB,2022,supreme,Judges,0.25,1.75,7,1,8,0.125,0.875,,,,,,,,,,,,,,,,,CCJ Annual Reports,"The Caribbean Court of Justice has two jurisdictions, an Appellate Jurisdiction and an Original Jurisdiction. In its Appellate Jurisdiction, the Court serves as the final court of appeal in civil and criminal matters for those countries of the Caribbean Community which are parties to the Agreement and have acceded to the appellate jurisdiction. In its Original Jurisdiction the Court is a court of first instance which applies rules of international law in respect of the interpretation and application of the Revised Treaty of Chaguaramas. At present the Court receives cases in its Appellate Jurisdiction from Barbados, Belize, Dominica, Guyana and Saint Lucia."
Barbados,Latin America and the Caribbean,BRB,2023,supreme,Judges,0.25,1.75,7,1,8,0.125,0.875,,,,,,,,,,,,,,,,,CCJ Annual Reports,"The Caribbean Court of Justice has two jurisdictions, an Appellate Jurisdiction and an Original Jurisdiction. In its Appellate Jurisdiction, the Court serves as the final court of appeal in civil and criminal matters for those countries of the Caribbean Community which are parties to the Agreement and have acceded to the appellate jurisdiction. In its Original Jurisdiction the Court is a court of first instance which applies rules of international law in respect of the interpretation and application of the Revised Treaty of Chaguaramas. At present the Court receives cases in its Appellate Jurisdiction from Barbados, Belize, Dominica, Guyana and Saint Lucia."
Barbados,Latin America and the Caribbean,BRB,2024,supreme,Judges,0.25,1.75,7,1,8,0.125,0.875,,,,,,,,,,,,,,,,,CCJ Annual Reports,"The Caribbean Court of Justice has two jurisdictions, an Appellate Jurisdiction and an Original Jurisdiction. In its Appellate Jurisdiction, the Court serves as the final court of appeal in civil and criminal matters for those countries of the Caribbean Community which are parties to the Agreement and have acceded to the appellate jurisdiction. In its Original Jurisdiction the Court is a court of first instance which applies rules of international law in respect of the interpretation and application of the Revised Treaty of Chaguaramas. At present the Court receives cases in its Appellate Jurisdiction from Barbados, Belize, Dominica, Guyana and Saint Lucia."
Barbados,Latin America and the Caribbean,BRB,2025,supreme,Judges,0.444444448,1.555555582,7,2,9,0.222222224,0.777777791,,,,,,,,,,,,,,,,,CCJ Annual Reports,"The Caribbean Court of Justice has two jurisdictions, an Appellate Jurisdiction and an Original Jurisdiction. In its Appellate Jurisdiction, the Court serves as the final court of appeal in civil and criminal matters for those countries of the Caribbean Community which are parties to the Agreement and have acceded to the appellate jurisdiction. In its Original Jurisdiction the Court is a court of first instance which applies rules of international law in respect of the interpretation and application of the Revised Treaty of Chaguaramas. At present the Court receives cases in its Appellate Jurisdiction from Barbados, Belize, Dominica, Guyana and Saint Lucia."
Belgium,Northern America and Europe,BEL,2016,supreme,Judges,0.551724136,1.448275805,21,8,29,0.275862068,0.724137902,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
