GeoAreaName,Region,ISOalpha3,TimePeriod,court,Typeofoccupation,SDG1671C_Female,SDG1671C_Male,male,female,total,female_share,male_share,age_under_35,between_35_44,between_45_54,between_55_64,above_65,age_under_45_proportional,not_disabled,disabled,group_a,group_b,group_c,age_under_45_ratio,disability_proportional,group_a_proportional,group_b_proportional,group_c_proportional,Source,FootNote
Ecuador,Latin America and the Caribbean,ECU,2025,supreme,Registrars,1.666666627,0.333333343,1,5,6,0.833333313,0.166666672,,3,2,1,,,,,,,,50.3,,,,,"Distributivo Presupuestario de Remuneraciones y Nómina del Presupuesto General del Estado, proporcionado por el Ministerio de Economía y Finanzas (MEF)","The criteria used to define court levels take into account the job description and its hierarchy according to the Organic Code of the Judicial Function, since it is only possible to clearly identify the Constitutional Court and the Judicial Council. Supreme/constitutional courts: positions associated with the National Court. Higher-level courts: positions associated with the provincial level, criminal guarantees courts, criminal tribunals, or positions that do not belong to a specific judicial unit but operate at the first-level jurisdiction. Lower-level courts: positions associated with judicial units, without a specific denomination, at the first-level jurisdiction. The reference period for the data reported is January 2025."
Ecuador,Latin America and the Caribbean,ECU,2025,total,Registrars,1.121107221,0.87889272,635,810,1445,0.56055361,0.43944636,681,475,201,11,77,,,,,,,50.3,,,,,"Distributivo Presupuestario de Remuneraciones y Nómina del Presupuesto General del Estado, proporcionado por el Ministerio de Economía y Finanzas (MEF)","The criteria used to define court levels take into account the job description and its hierarchy according to the Organic Code of the Judicial Function, since it is only possible to clearly identify the Constitutional Court and the Judicial Council. Supreme/constitutional courts: positions associated with the National Court. Higher-level courts: positions associated with the provincial level, criminal guarantees courts, criminal tribunals, or positions that do not belong to a specific judicial unit but operate at the first-level jurisdiction. Lower-level courts: positions associated with judicial units, without a specific denomination, at the first-level jurisdiction. The reference period for the data reported is January 2025."
Ecuador,Latin America and the Caribbean,ECU,2025,total,Judges,0.840042353,1.159957647,1095,793,1888,0.420021176,0.579978824,501,747,498,117,25,,,,,,,50.3,,,,,"Distributivo Presupuestario de Remuneraciones y Nómina del Presupuesto General del Estado, proporcionado por el Ministerio de Economía y Finanzas (MEF)","The criteria used to define court levels take into account the job description and its hierarchy according to the Organic Code of the Judicial Function, since it is only possible to clearly identify the Constitutional Court and the Judicial Council. Supreme/constitutional courts: positions associated with the National Court. Higher-level courts: positions associated with the provincial level, criminal guarantees courts, criminal tribunals, or positions that do not belong to a specific judicial unit but operate at the first-level jurisdiction. Lower-level courts: positions associated with judicial units, without a specific denomination, at the first-level jurisdiction. The reference period for the data reported is January 2025."
El Salvador,Latin America and the Caribbean,SLV,2024,low,Judges,1.079812169,0.920187771,294,345,639,0.539906085,0.460093886,,100,194,263,82,,638,1,,,,,,,,,Corte Suprema de Justicia,
El Salvador,Latin America and the Caribbean,SLV,2024,supreme,Judges,0.400000006,1.600000024,12,3,15,0.200000003,0.800000012,,4,7,3,1,,15,0,,,,,,,,,Corte Suprema de Justicia,
El Salvador,Latin America and the Caribbean,SLV,2024,total,Judges,1.047222257,0.952777803,343,377,720,0.523611128,0.476388901,,108,231,293,88,,719,1,,,,,,,,,Corte Suprema de Justicia,
El Salvador,Latin America and the Caribbean,SLV,2024,high,Judges,0.878787875,1.121212125,37,29,66,0.439393938,0.560606062,,4,30,27,5,,66,0,,,,,,,,,Corte Suprema de Justicia,
Estonia,Northern America and Europe,EST,2016,low,Judges,1.392857194,0.607142866,51,117,168,0.696428597,0.303571433,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2016,total,Judges,1.267241359,0.732758641,85,147,232,0.633620679,0.366379321,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2016,high,Judges,1.111111164,0.888888896,20,25,45,0.555555582,0.444444448,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2016,supreme,Judges,0.526315808,1.473684192,14,5,19,0.263157904,0.736842096,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2018,high,Judges,1.111111164,0.888888896,20,25,45,0.555555582,0.444444448,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2018,total,Judges,1.253218889,0.746781111,87,146,233,0.626609445,0.373390555,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2018,supreme,Judges,0.421052635,1.578947425,15,4,19,0.210526317,0.789473712,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2018,low,Judges,1.384615421,0.615384638,52,117,169,0.692307711,0.307692319,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Estonia,Northern America and Europe,EST,2020,low,Judges,1.428571463,0.571428597,50,125,175,0.714285731,0.285714298,10,52,61,47,5,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,total,Judges,1.299999952,0.699999988,84,156,240,0.649999976,0.349999994,10,72,83,67,8,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,total,Registrars,1.712328792,0.287671238,42,250,292,0.856164396,0.143835619,113,83,55,30,11,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,high,Registrars,1.739130378,0.260869563,6,40,46,0.869565189,0.130434781,28,10,8,0,0,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,supreme,Registrars,1.235294104,0.764705896,13,21,34,0.617647052,0.382352948,13,12,6,2,1,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,high,Judges,1.130434752,0.869565189,20,26,46,0.565217376,0.434782594,0,15,14,15,2,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,low,Registrars,1.783018827,0.216981128,23,189,212,0.891509414,0.108490564,72,61,41,28,10,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2020,supreme,Judges,0.526315808,1.473684192,14,5,19,0.263157904,0.736842096,0,5,8,5,1,,,,,,,55,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,total,Judges,1.322033882,0.677966118,80,156,236,0.661016941,0.338983059,9,62,86,67,12,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,high,Registrars,1.809523821,0.190476194,4,38,42,0.90476191,0.095238097,20,11,11,0,0,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,high,Judges,1.130434752,0.869565189,20,26,46,0.565217376,0.434782594,1,10,20,12,3,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,low,Registrars,1.786666632,0.213333338,24,201,225,0.893333316,0.106666669,74,69,47,26,9,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,supreme,Registrars,1.161290288,0.838709652,13,18,31,0.580645144,0.419354826,11,12,5,2,1,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,supreme,Judges,0.526315808,1.473684192,14,5,19,0.263157904,0.736842096,0,4,9,3,3,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,low,Judges,1.46198833,0.53801167,46,125,171,0.730994165,0.269005835,8,48,57,52,6,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2021,total,Registrars,1.724832177,0.275167793,41,257,298,0.862416089,0.137583897,105,92,63,28,10,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,low,Registrars,1.815899611,0.184100419,22,217,239,0.907949805,0.09205021,79,72,51,28,9,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,supreme,Registrars,0.709677398,1.290322542,20,11,31,0.354838699,0.645161271,10,12,6,2,1,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,low,Judges,1.451428533,0.548571408,48,127,175,0.725714266,0.274285704,8,58,53,53,3,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,high,Registrars,1.740740776,0.259259254,7,47,54,0.870370388,0.129629627,27,16,11,0,0,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,total,Registrars,1.697530866,0.302469134,49,275,324,0.848765433,0.151234567,116,100,68,30,10,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,supreme,Judges,0.631578922,1.368421078,13,6,19,0.315789461,0.684210539,0,2,11,4,2,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,total,Judges,1.333333373,0.666666687,79,158,237,0.666666687,0.333333343,9,70,85,66,7,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2022,high,Judges,1.162790656,0.837209284,18,25,43,0.581395328,0.418604642,1,10,21,9,2,,,,,,,53,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,low,Registrars,1.795918345,0.20408164,25,220,245,0.897959173,0.10204082,71,78,53,32,11,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,supreme,Judges,0.736842096,1.263157845,12,7,19,0.368421048,0.631578922,,2,12,4,1,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,supreme,Registrars,1.09677422,0.90322578,14,17,31,0.54838711,0.45161289,12,10,6,2,1,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,high,Judges,1.102040768,0.897959173,22,27,49,0.551020384,0.448979586,3,11,27,6,2,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,high,Registrars,1.764705896,0.235294119,6,45,51,0.882352948,0.117647059,15,21,14,1,,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,total,Registrars,1.724770665,0.275229365,45,282,327,0.862385333,0.137614682,98,109,73,35,12,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,total,Judges,1.359683752,0.640316188,81,172,253,0.679841876,0.320158094,14,78,99,55,7,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2024,low,Judges,1.491891861,0.508108079,47,138,185,0.74594593,0.25405404,11,65,60,45,4,,,,,,,,,,,,Ministry of Justice of the Republic of Estonia,
Estonia,Northern America and Europe,EST,2025,low,Judges,1.491329432,0.508670509,44,129,173,0.745664716,0.254335254,4,54,66,46,3,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,supreme,Registrars,1.161290288,0.838709652,13,18,31,0.580645144,0.419354826,8,14,7,2,0,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,low,Registrars,1.819004536,0.180995479,20,201,221,0.909502268,0.09049774,46,63,66,32,14,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,high,Judges,1.090909123,0.909090936,20,24,44,0.545454562,0.454545468,0,11,26,7,0,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,high,Registrars,1.744680882,0.255319148,6,41,47,0.872340441,0.127659574,11,19,15,2,0,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,total,Judges,1.353191495,0.646808505,76,159,235,0.676595747,0.323404253,4,66,105,57,3,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,total,Registrars,1.739130378,0.260869563,39,260,299,0.869565189,0.130434781,65,96,88,36,14,,,,,,,,,,,,Statistics Estonia,
Estonia,Northern America and Europe,EST,2025,supreme,Judges,0.666666687,1.333333373,12,6,18,0.333333343,0.666666687,0,1,13,4,0,,,,,,,,,,,,Statistics Estonia,
Fiji,Oceania excluding Australia and New Zealand,FJI,2017,total,Judges,0.319999993,1.679999948,63,12,75,0.159999996,0.839999974,,,,,,,,,,,,,,,,,Fiji Women's Rights Movement Report Balancing the scales,
Fiji,Oceania excluding Australia and New Zealand,FJI,2017,high,Judges,0.102564104,1.897435904,37,2,39,0.051282052,0.948717952,,,,,,,,,,,,,,,,,Fiji Women's Rights Movement Report Balancing the scales,
Fiji,Oceania excluding Australia and New Zealand,FJI,2017,supreme,Judges,0.25,1.75,7,1,8,0.125,0.875,,,,,,,,,,,,,,,,,Fiji Women's Rights Movement Report Balancing the scales,
Fiji,Oceania excluding Australia and New Zealand,FJI,2017,low,Judges,0.642857134,1.357142806,19,9,28,0.321428567,0.678571403,,,,,,,,,,,,,,,,,Fiji Women's Rights Movement Report Balancing the scales,
Finland,Northern America and Europe,FIN,2016,high,Judges,1.086956501,0.913043499,84,100,184,0.543478251,0.456521749,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2016,total,Judges,1.091760278,0.908239722,485,583,1068,0.545880139,0.454119861,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2016,supreme,Judges,0.680000007,1.320000052,33,17,50,0.340000004,0.660000026,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2016,low,Judges,1.117506027,0.882494032,368,466,834,0.558753014,0.441247016,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2018,high,Judges,1.152173877,0.847826064,78,106,184,0.576086938,0.423913032,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2018,low,Judges,1.190588236,0.809411764,344,506,850,0.595294118,0.404705882,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2018,total,Judges,1.163737297,0.836262703,452,629,1081,0.581868649,0.418131351,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2018,supreme,Judges,0.723404229,1.276595712,30,17,47,0.361702114,0.638297856,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Finland,Northern America and Europe,FIN,2020,supreme,Registrars,1.211009145,0.788990855,43,66,109,0.605504572,0.394495428,,46,24,33,6,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,total,Registrars,1.646979809,0.353020132,263,1227,1490,0.823489904,0.176510066,,767,285,417,21,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,high,Registrars,1.158273339,0.841726601,117,161,278,0.57913667,0.420863301,,143,49,78,8,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,high,Judges,1,1,6,6,12,0.5,0.5,,3,1,6,2,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,low,Judges,1.240890741,0.759109318,375,613,988,0.620445371,0.379554659,,494,250,225,19,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,total,Judges,1.23383081,0.766169131,385,620,1005,0.616915405,0.383084565,,498,253,233,21,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,supreme,Judges,0.400000006,1.600000024,4,1,5,0.200000003,0.800000012,,1,2,2,,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2020,low,Registrars,1.813236594,0.186763376,103,1000,1103,0.906618297,0.093381688,,578,212,306,7,,,,,,,55.8,,,,,Statistics Finland,"Youth age is given as 44 and below, but is not further disaggregated by <35 and 35-44 as it is in the table. All youth age data was therefore put into the 35-44 column for consistency."
Finland,Northern America and Europe,FIN,2021,high,Registrars,1.164383531,0.83561641,122,170,292,0.582191765,0.417808205,,146,61,78,7,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,high,Judges,0.600000024,1.399999976,7,3,10,0.300000012,0.699999988,,3,1,4,2,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,supreme,Registrars,1.288461566,0.711538434,37,67,104,0.644230783,0.355769217,,41,27,28,8,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,total,Judges,1.267961144,0.732038856,377,653,1030,0.633980572,0.366019428,,524,253,226,27,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,supreme,Judges,0.400000006,1.600000024,4,1,5,0.200000003,0.800000012,,0,3,2,0,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,low,Registrars,1.827137589,0.172862455,93,983,1076,0.913568795,0.086431228,,567,202,295,12,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,total,Registrars,1.657608747,0.342391312,252,1220,1472,0.828804374,0.171195656,,754,290,401,27,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2021,low,Judges,1.278817773,0.721182287,366,649,1015,0.639408886,0.360591143,,521,249,220,25,,,,,,,,,,,,Statistics Finland,The country did not provide <35.
Finland,Northern America and Europe,FIN,2022,total,Registrars,1.652846098,0.347153902,247,1176,1423,0.826423049,0.173576951,0,749,259,392,23,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,low,Judges,1.299999952,0.699999988,364,676,1040,0.649999976,0.349999994,0,519,275,223,23,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,high,Judges,0.400000006,1.600000024,8,2,10,0.200000003,0.800000012,0,3,5,2,0,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,low,Registrars,1.832692266,0.16730769,87,953,1040,0.916346133,0.083653845,0,558,184,288,10,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,high,Registrars,1.173144817,0.826855123,117,166,283,0.586572409,0.413427562,0,146,55,75,7,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,supreme,Registrars,1.139999986,0.860000014,43,57,100,0.569999993,0.430000007,0,45,20,29,6,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,supreme,Judges,0.400000006,1.600000024,4,1,5,0.200000003,0.800000012,0,0,3,1,1,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2022,total,Judges,1.287203789,0.712796211,376,679,1055,0.643601894,0.356398106,0,522,283,226,24,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,total,Registrars,1.669365764,0.330634266,245,1237,1482,0.834682882,0.165317133,0,795,272,385,30,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,low,Registrars,1.836697221,0.163302749,89,1001,1090,0.91834861,0.081651375,0,616,176,282,16,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,high,Registrars,1.248275876,0.751724124,109,181,290,0.624137938,0.375862062,0,139,71,73,7,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,high,Judges,0.666666687,1.333333373,6,3,9,0.333333343,0.666666687,0,3,0,5,1,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,total,Judges,1.310018897,0.689981103,365,693,1058,0.655009449,0.344990551,0,521,275,236,26,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,supreme,Registrars,1.078431368,0.921568632,47,55,102,0.539215684,0.460784316,0,40,25,30,7,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,low,Judges,1.321188927,0.678811133,354,689,1043,0.660594463,0.339405566,0,518,274,228,23,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2023,supreme,Judges,0.333333343,1.666666627,5,1,6,0.166666672,0.833333313,0,0,1,3,2,,,,,,,,,,,,Statistics Finland,
Finland,Northern America and Europe,FIN,2024,high,Judges,0.909090936,1.090909123,6,5,11,0.454545468,0.545454562,,6,0,5,0,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,total,Registrars,1.673013806,0.326986223,249,1274,1523,0.836506903,0.163493112,,856,266,361,40,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,supreme,Judges,0.400000006,1.600000024,4,1,5,0.200000003,0.800000012,,0,1,2,2,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,supreme,Registrars,1.188118815,0.811881185,41,60,101,0.594059408,0.405940592,,44,24,26,7,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,high,Registrars,1.294117689,0.70588237,114,209,323,0.647058845,0.352941185,,174,74,65,10,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,total,Judges,1.309090853,0.690909088,380,720,1100,0.654545426,0.345454544,,535,295,243,27,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,low,Judges,1.317343116,0.682656825,370,714,1084,0.658671558,0.341328412,,529,294,236,25,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
Finland,Northern America and Europe,FIN,2024,low,Registrars,1.828935385,0.1710646,94,1005,1099,0.914467692,0.0855323,,638,168,270,23,,,,,,,,,,,,Statistics Finland.,Age group below 45 years available. No age group below 35 years available.
France,Northern America and Europe,FRA,2016,high,Judges,1.206239223,0.793760836,687,1044,1731,0.603119612,0.396880418,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2016,low,Judges,1.33807683,0.66192317,1628,3291,4919,0.669038415,0.330961585,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2016,total,Judges,1.287776947,0.712222993,2491,4504,6995,0.643888474,0.356111497,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2016,supreme,Judges,0.979710162,1.020289898,176,169,345,0.489855081,0.510144949,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2018,supreme,Judges,1.031339049,0.968660951,170,181,351,0.515669525,0.484330475,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2018,low,Judges,1.370826006,0.629173994,1611,3510,5121,0.685413003,0.314586997,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2018,high,Judges,1.240997195,0.759002745,685,1120,1805,0.620498598,0.379501373,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2018,total,Judges,1.32224822,0.677751839,2466,4811,7277,0.66112411,0.33887592,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2020,total,Judges,1.349641085,0.650358975,2446,5076,7522,0.674820542,0.325179487,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2020,high,Judges,1.299999952,0.699999988,658,1222,1880,0.649999976,0.349999994,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2020,supreme,Judges,1.022598863,0.977401137,173,181,354,0.511299431,0.488700569,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2020,low,Judges,1.389183044,0.610816956,1615,3673,5288,0.694591522,0.305408478,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2022,total,Judges,1.371473193,0.628526866,2417,5274,7691,0.685736597,0.314263433,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2022,supreme,Judges,0.989473701,1.010526299,192,188,380,0.49473685,0.50526315,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2022,low,Judges,1.419604897,0.580395043,1572,3845,5417,0.709802449,0.290197521,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
France,Northern America and Europe,FRA,2022,high,Judges,1.310454011,0.689545929,653,1241,1894,0.655227005,0.344772965,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2016,high,Judges,1,1,30,30,60,0.5,0.5,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2016,supreme,Judges,0.769230783,1.230769277,8,5,13,0.384615391,0.615384638,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2016,low,Judges,0.985365868,1.014634132,104,101,205,0.492682934,0.507317066,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2016,total,Judges,0.978417277,1.021582723,142,136,278,0.489208639,0.510791361,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2018,supreme,Judges,0.727272749,1.272727251,7,4,11,0.363636374,0.636363626,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2018,high,Judges,0.98550725,1.01449275,35,34,69,0.492753625,0.507246375,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2018,low,Judges,1.093333364,0.906666696,102,123,225,0.546666682,0.453333348,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2018,total,Judges,1.055737734,0.944262266,144,161,305,0.527868867,0.472131133,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
Georgia,Western Asia and Northern Africa,GEO,2020,supreme,Judges,0.899999976,1.100000024,11,9,20,0.449999988,0.550000012,,,,,,,,,,,,,,,,,Council of Europe CEPEJ-STAT,
